agent_related,hamper_type,Creator,dependents_qty,household,preferred_contact_methods,preferred_languages,year_month,dw,age_group,days_since_last_pickup,days_diff_scheduled_actual,rescheduled_flag,month,total_visits,avg_days_between_pickups,is_single_pickup,return_binary,latitude,longitude,distance_to_center,sex_Male,status_Closed,status_Flagged,status_Outreach,status_Pending,location_cluster_1,location_cluster_2,location_cluster_3,location_cluster_4
6,1,7,3.0,1,"SMS , Phone Call",Turkish,2024-07,1,"[30, 35)",46,17,1,7,7,35.833333333333336,,No,53.645168,-113.4659576,11.064812484927993,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"SMS , WhatsApp",Arabic,2023-11,1,"[50, 55)",0,0,1,11,10,27.77777777777778,,Yes,53.5101857,-113.5947946,7.275117514894352,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,"SMS , WhatsApp",Arabic,2023-12,1,"[50, 55)",36,6,1,12,10,27.77777777777778,,Yes,53.5101857,-113.5947946,7.275117514894352,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,"SMS , WhatsApp",Arabic,2024-02,1,"[50, 55)",36,-13,1,2,10,27.77777777777778,,Yes,53.5101857,-113.5947946,7.275117514894352,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,"SMS , WhatsApp",Arabic,2024-02,1,"[50, 55)",0,-1,1,2,10,27.77777777777778,,No,53.5101857,-113.5947946,7.275117514894352,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,"SMS , WhatsApp",Arabic,2024-04,1,"[50, 55)",66,34,1,4,10,27.77777777777778,,Yes,53.5101857,-113.5947946,7.275117514894352,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,"SMS , WhatsApp",Arabic,2024-04,1,"[50, 55)",0,-6,1,4,10,27.77777777777778,,Yes,53.5101857,-113.5947946,7.275117514894352,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,"SMS , WhatsApp",Arabic,2024-05,1,"[50, 55)",36,1,1,5,10,27.77777777777778,,Yes,53.5101857,-113.5947946,7.275117514894352,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,"SMS , WhatsApp",Arabic,2024-06,1,"[50, 55)",42,12,1,6,10,27.77777777777778,,Yes,53.5101857,-113.5947946,7.275117514894352,True,False,False,False,False,False,False,False,False
6,1,2,5.0,1,"SMS , WhatsApp",Arabic,2024-06,1,"[50, 55)",0,12,1,6,10,27.77777777777778,,Yes,53.5101857,-113.5947946,7.275117514894352,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,"SMS , WhatsApp",Arabic,2024-07,1,"[50, 55)",34,5,1,7,10,27.77777777777778,,No,53.5101857,-113.5947946,7.275117514894352,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,WhatsApp,Arabic,2023-11,1,"[65, 70)",0,0,1,11,1,31.930804853208784,,No,53.50386700000001,-113.6241743,9.282568677636863,True,False,False,False,False,False,False,False,False
6,1,7,3.0,1,Phone Call,"Arabic , English",2023-11,1,"[45, 50)",0,0,1,11,4,53.0,,No,53.5899639,-113.4453571,6.109613091450624,False,False,False,False,False,False,True,False,False
6,1,7,3.0,1,Phone Call,"Arabic , English",2024-02,1,"[45, 50)",86,-1,1,2,4,53.0,,Yes,53.5899639,-113.4453571,6.109613091450624,False,False,False,False,False,False,True,False,False
6,1,7,3.0,1,Phone Call,"Arabic , English",2024-03,1,"[45, 50)",28,-1,1,3,4,53.0,,Yes,53.5899639,-113.4453571,6.109613091450624,False,False,False,False,False,False,True,False,False
6,1,7,3.0,1,Phone Call,"Arabic , English",2024-05,1,"[45, 50)",45,-16,1,5,4,53.0,,No,53.5899639,-113.4453571,6.109613091450624,False,False,False,False,False,False,True,False,False
6,1,7,2.0,1,Email,"Arabic , English",2023-11,1,"[55, 60)",0,0,1,11,10,30.0,,Yes,53.47766619999999,-113.5320479,8.086869001945264,False,False,False,False,False,False,False,False,True
4,1,5,2.0,1,Email,"Arabic , English",2023-12,1,"[55, 60)",29,0,1,12,10,30.0,,Yes,53.47766619999999,-113.5320479,8.086869001945264,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,Email,"Arabic , English",2024-01,1,"[55, 60)",33,0,1,1,10,30.0,,Yes,53.47766619999999,-113.5320479,8.086869001945264,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,Email,"Arabic , English",2024-03,1,"[55, 60)",57,-2,1,3,10,30.0,,Yes,53.47766619999999,-113.5320479,8.086869001945264,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,Email,"Arabic , English",2024-04,1,"[55, 60)",31,-1,1,4,10,30.0,,Yes,53.47766619999999,-113.5320479,8.086869001945264,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,Email,"Arabic , English",2024-05,1,"[55, 60)",29,-1,1,5,10,30.0,,Yes,53.47766619999999,-113.5320479,8.086869001945264,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,Email,"Arabic , English",2024-06,1,"[55, 60)",29,-2,1,6,10,30.0,,Yes,53.47766619999999,-113.5320479,8.086869001945264,False,False,False,False,False,False,False,False,True
6,1,2,2.0,1,Email,"Arabic , English",2024-06,1,"[55, 60)",0,-2,1,6,10,30.0,,Yes,53.47766619999999,-113.5320479,8.086869001945264,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,Email,"Arabic , English",2024-07,1,"[55, 60)",39,7,1,7,10,30.0,,Yes,53.47766619999999,-113.5320479,8.086869001945264,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,Email,"Arabic , English",2024-08,1,"[55, 60)",23,0,1,8,10,30.0,,No,53.47766619999999,-113.5320479,8.086869001945264,False,False,False,False,False,False,False,False,True
4,1,5,4.0,1,"WhatsApp , SMS , Phone Call","Arabic , English",2023-11,1,"[40, 45)",0,0,1,11,5,58.25,,Yes,53.6292512,-113.5128693,8.980448554743614,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"WhatsApp , SMS , Phone Call","Arabic , English",2024-01,1,"[40, 45)",53,0,1,1,5,58.25,,No,53.6292512,-113.5128693,8.980448554743614,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"WhatsApp , SMS , Phone Call","Arabic , English",2024-04,1,"[40, 45)",72,-1,1,4,5,58.25,,Yes,53.6292512,-113.5128693,8.980448554743614,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"WhatsApp , SMS , Phone Call","Arabic , English",2024-05,1,"[40, 45)",34,4,1,5,5,58.25,,No,53.6292512,-113.5128693,8.980448554743614,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"WhatsApp , SMS , Phone Call","Arabic , English",2024-07,1,"[40, 45)",74,13,1,7,5,58.25,,No,53.6292512,-113.5128693,8.980448554743614,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,SMS,Urdu,2023-11,1,"[30, 35)",0,0,1,11,10,29.33333333333333,,Yes,53.5711063,-113.490091,2.713977119549786,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,SMS,Urdu,2023-12,1,"[30, 35)",28,-1,1,12,10,29.33333333333333,,Yes,53.5711063,-113.490091,2.713977119549786,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,SMS,Urdu,2024-02,1,"[30, 35)",42,-1,1,2,10,29.33333333333333,,Yes,53.5711063,-113.490091,2.713977119549786,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,SMS,Urdu,2024-03,1,"[30, 35)",34,2,1,3,10,29.33333333333333,,Yes,53.5711063,-113.490091,2.713977119549786,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,SMS,Urdu,2024-04,1,"[30, 35)",33,7,1,4,10,29.33333333333333,,Yes,53.5711063,-113.490091,2.713977119549786,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,SMS,Urdu,2024-05,1,"[30, 35)",30,6,1,5,10,29.33333333333333,,Yes,53.5711063,-113.490091,2.713977119549786,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,SMS,Urdu,2024-06,1,"[30, 35)",34,11,1,6,10,29.33333333333333,,Yes,53.5711063,-113.490091,2.713977119549786,True,False,False,False,False,False,True,False,False
6,1,2,2.0,1,SMS,Urdu,2024-06,1,"[30, 35)",0,11,1,6,10,29.33333333333333,,Yes,53.5711063,-113.490091,2.713977119549786,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,SMS,Urdu,2024-07,1,"[30, 35)",33,14,1,7,10,29.33333333333333,,Yes,53.5711063,-113.490091,2.713977119549786,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,SMS,Urdu,2024-08,1,"[30, 35)",30,14,1,8,10,29.33333333333333,,No,53.5711063,-113.490091,2.713977119549786,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,SMS,Arabic,2024-02,1,"[35, 40)",0,0,1,2,6,39.2,,No,53.6088865,-113.4776193,6.9632379186013695,False,False,False,False,False,False,True,False,False
6,1,7,7.0,1,SMS,Arabic,2024-04,1,"[35, 40)",62,3,1,4,6,39.2,,Yes,53.6088865,-113.4776193,6.9632379186013695,False,False,False,False,False,False,True,False,False
6,1,7,7.0,1,SMS,Arabic,2024-05,1,"[35, 40)",29,3,1,5,6,39.2,,Yes,53.6088865,-113.4776193,6.9632379186013695,False,False,False,False,False,False,True,False,False
6,1,7,7.0,1,SMS,Arabic,2024-06,1,"[35, 40)",26,-2,1,6,6,39.2,,Yes,53.6088865,-113.4776193,6.9632379186013695,False,False,False,False,False,False,True,False,False
6,1,2,7.0,1,SMS,Arabic,2024-06,1,"[35, 40)",0,-2,1,6,6,39.2,,No,53.6088865,-113.4776193,6.9632379186013695,False,False,False,False,False,False,True,False,False
6,1,7,7.0,1,SMS,Arabic,2024-08,1,"[35, 40)",79,17,1,8,6,39.2,,No,53.6088865,-113.4776193,6.9632379186013695,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp",Amharic,2024-03,1,"[45, 50)",0,0,1,3,3,69.5,,No,53.6106719,-113.5255277,7.0203015209050434,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp",Amharic,2024-05,1,"[45, 50)",77,17,1,5,3,69.5,,No,53.6106719,-113.5255277,7.0203015209050434,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp",Amharic,2024-07,1,"[45, 50)",62,18,1,7,3,69.5,,No,53.6106719,-113.5255277,7.0203015209050434,False,False,False,False,False,False,True,False,False
7,1,8,3.0,1,SMS,"Arabic , English",2023-11,1,"[45, 50)",0,0,1,11,3,68.5,,No,53.5927626,-113.4849733,5.10393893672548,False,False,False,False,False,False,True,False,False
4,1,5,3.0,1,SMS,"Arabic , English",2024-02,1,"[45, 50)",77,0,1,2,3,68.5,,Yes,53.5927626,-113.4849733,5.10393893672548,False,False,False,False,False,False,True,False,False
4,1,5,3.0,1,SMS,"Arabic , English",2024-04,1,"[45, 50)",60,1,1,4,3,68.5,,No,53.5927626,-113.4849733,5.10393893672548,False,False,False,False,False,False,True,False,False
4,1,5,7.0,1,SMS,"Afrikaans , English",2023-11,1,"[35, 40)",0,0,1,11,9,30.875,,No,53.5725229,-113.4996508,2.689781465891483,False,False,False,False,False,False,True,False,False
4,1,5,7.0,1,SMS,"Afrikaans , English",2024-01,1,"[35, 40)",61,1,1,1,9,30.875,,No,53.5725229,-113.4996508,2.689781465891483,False,False,False,False,False,False,True,False,False
4,1,5,7.0,1,SMS,"Afrikaans , English",2024-04,1,"[35, 40)",62,4,1,4,9,30.875,,Yes,53.5725229,-113.4996508,2.689781465891483,False,False,False,False,False,False,True,False,False
4,1,5,7.0,1,SMS,"Afrikaans , English",2024-05,1,"[35, 40)",30,-27,1,5,9,30.875,,Yes,53.5725229,-113.4996508,2.689781465891483,False,False,False,False,False,False,True,False,False
4,1,5,7.0,1,SMS,"Afrikaans , English",2024-06,1,"[35, 40)",32,1,1,6,9,30.875,,Yes,53.5725229,-113.4996508,2.689781465891483,False,False,False,False,False,False,True,False,False
4,1,2,7.0,1,SMS,"Afrikaans , English",2024-06,1,"[35, 40)",0,1,1,6,9,30.875,,Yes,53.5725229,-113.4996508,2.689781465891483,False,False,False,False,False,False,True,False,False
4,1,5,7.0,1,SMS,"Afrikaans , English",2024-07,1,"[35, 40)",33,5,1,7,9,30.875,,Yes,53.5725229,-113.4996508,2.689781465891483,False,False,False,False,False,False,True,False,False
4,1,2,7.0,1,SMS,"Afrikaans , English",2024-07,1,"[35, 40)",0,5,1,7,9,30.875,,Yes,53.5725229,-113.4996508,2.689781465891483,False,False,False,False,False,False,True,False,False
4,1,5,7.0,1,SMS,"Afrikaans , English",2024-08,1,"[35, 40)",29,-1,1,8,9,30.875,,No,53.5725229,-113.4996508,2.689781465891483,False,False,False,False,False,False,True,False,False
4,1,5,5.0,1,SMS,"Arabic , French",2023-11,1,"[45, 50)",0,0,1,11,9,30.875,,Yes,53.4552863,-113.5020013,10.395971166439924,True,False,False,False,False,False,False,False,True
4,1,5,5.0,1,SMS,"Arabic , French",2024-01,1,"[45, 50)",41,-1,1,1,9,30.875,,Yes,53.4552863,-113.5020013,10.395971166439924,True,False,False,False,False,False,False,False,True
4,1,5,5.0,1,SMS,"Arabic , French",2024-02,1,"[45, 50)",35,-1,1,2,9,30.875,,Yes,53.4552863,-113.5020013,10.395971166439924,True,False,False,False,False,False,False,False,True
4,1,5,5.0,1,SMS,"Arabic , French",2024-03,1,"[45, 50)",33,1,1,3,9,30.875,,Yes,53.4552863,-113.5020013,10.395971166439924,True,False,False,False,False,False,False,False,True
4,1,5,5.0,1,SMS,"Arabic , French",2024-04,1,"[45, 50)",36,9,1,4,9,30.875,,Yes,53.4552863,-113.5020013,10.395971166439924,True,False,False,False,False,False,False,False,True
4,1,5,5.0,1,SMS,"Arabic , French",2024-05,1,"[45, 50)",34,4,1,5,9,30.875,,Yes,53.4552863,-113.5020013,10.395971166439924,True,False,False,False,False,False,False,False,True
4,1,5,5.0,1,SMS,"Arabic , French",2024-06,1,"[45, 50)",34,8,1,6,9,30.875,,Yes,53.4552863,-113.5020013,10.395971166439924,True,False,False,False,False,False,False,False,True
4,1,2,5.0,1,SMS,"Arabic , French",2024-06,1,"[45, 50)",0,8,1,6,9,30.875,,Yes,53.4552863,-113.5020013,10.395971166439924,True,False,False,False,False,False,False,False,True
4,1,5,5.0,1,SMS,"Arabic , French",2024-07,1,"[45, 50)",34,12,1,7,9,30.875,,No,53.4552863,-113.5020013,10.395971166439924,True,False,False,False,False,False,False,False,True
4,1,5,1.0,1,SMS,Urdu,2023-12,1,"[65, 70)",0,0,1,12,6,44.2,,No,53.4349771,-113.575856,13.473035752085442,False,False,False,False,False,False,False,False,True
4,1,5,1.0,1,SMS,Urdu,2024-03,1,"[65, 70)",93,2,1,3,6,44.2,,Yes,53.4349771,-113.575856,13.473035752085442,False,False,False,False,False,False,False,False,True
4,1,5,1.0,1,SMS,Urdu,2024-05,1,"[65, 70)",58,0,1,5,6,44.2,,Yes,53.4349771,-113.575856,13.473035752085442,False,False,False,False,False,False,False,False,True
4,1,5,1.0,1,SMS,Urdu,2024-07,1,"[65, 70)",49,-11,1,7,6,44.2,,Yes,53.4349771,-113.575856,13.473035752085442,False,False,False,False,False,False,False,False,True
4,1,2,1.0,1,SMS,Urdu,2024-07,1,"[65, 70)",0,-11,1,7,6,44.2,,Yes,53.4349771,-113.575856,13.473035752085442,False,False,False,False,False,False,False,False,True
4,1,5,1.0,1,SMS,Urdu,2024-07,1,"[65, 70)",21,-20,1,7,6,44.2,,No,53.4349771,-113.575856,13.473035752085442,False,False,False,False,False,False,False,False,True
4,1,5,2.0,1,Email,"Somali , English",2024-03,1,"[85, 90)",0,0,1,3,5,29.75,,Yes,53.608005,-113.4490379,7.609816532210154,False,False,False,False,False,False,True,False,False
6,1,7,2.0,1,Email,"Somali , English",2024-04,1,"[85, 90)",32,0,1,4,5,29.75,,Yes,53.608005,-113.4490379,7.609816532210154,False,False,False,False,False,False,True,False,False
6,1,7,2.0,1,Email,"Somali , English",2024-05,1,"[85, 90)",31,1,1,5,5,29.75,,Yes,53.608005,-113.4490379,7.609816532210154,False,False,False,False,False,False,True,False,False
6,1,2,2.0,1,Email,"Somali , English",2024-05,1,"[85, 90)",0,1,1,5,5,29.75,,Yes,53.608005,-113.4490379,7.609816532210154,False,False,False,False,False,False,True,False,False
6,1,7,2.0,1,Email,"Somali , English",2024-07,1,"[85, 90)",56,-5,1,7,5,29.75,,No,53.608005,-113.4490379,7.609816532210154,False,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2023-11,1,"[45, 50)",0,0,1,11,10,27.33333333333333,,Yes,53.5665363,-113.3894504,7.982489462092609,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-01,1,"[45, 50)",33,0,1,1,10,27.33333333333333,,Yes,53.5665363,-113.3894504,7.982489462092609,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-02,1,"[45, 50)",29,0,1,2,10,27.33333333333333,,Yes,53.5665363,-113.3894504,7.982489462092609,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-02,1,"[45, 50)",13,12,1,2,10,27.33333333333333,,Yes,53.5665363,-113.3894504,7.982489462092609,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-03,1,"[45, 50)",19,-1,1,3,10,27.33333333333333,,Yes,53.5665363,-113.3894504,7.982489462092609,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-04,1,"[45, 50)",32,1,1,4,10,27.33333333333333,,Yes,53.5665363,-113.3894504,7.982489462092609,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-05,1,"[45, 50)",35,6,1,5,10,27.33333333333333,,Yes,53.5665363,-113.3894504,7.982489462092609,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-06,1,"[45, 50)",44,19,1,6,10,27.33333333333333,,Yes,53.5665363,-113.3894504,7.982489462092609,True,False,False,False,False,False,True,False,False
4,1,2,6.0,1,WhatsApp,Arabic,2024-06,1,"[45, 50)",0,19,1,6,10,27.33333333333333,,Yes,53.5665363,-113.3894504,7.982489462092609,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-08,1,"[45, 50)",41,-1,1,8,10,27.33333333333333,,No,53.5665363,-113.3894504,7.982489462092609,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,Arabic,2023-12,1,"[55, 60)",0,0,1,12,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,Arabic,2024-01,1,"[55, 60)",34,0,1,1,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,Arabic,2024-02,1,"[55, 60)",31,0,1,2,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
7,1,8,5.0,1,SMS,Arabic,2024-03,1,"[55, 60)",31,0,1,3,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,Arabic,2024-04,1,"[55, 60)",30,3,1,4,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,Arabic,2024-05,1,"[55, 60)",27,-3,1,5,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,Arabic,2024-06,1,"[55, 60)",35,4,1,6,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,Arabic,2024-06,1,"[55, 60)",0,-26,1,6,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
6,1,2,5.0,1,SMS,Arabic,2024-06,1,"[55, 60)",0,4,1,6,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
6,1,2,5.0,1,SMS,Arabic,2024-06,1,"[55, 60)",0,-26,1,6,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
11,1,12,5.0,1,SMS,Arabic,2024-07,1,"[55, 60)",33,0,1,7,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,Arabic,2024-08,1,"[55, 60)",27,0,1,8,13,20.666666666666668,,Yes,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
6,1,2,5.0,1,SMS,Arabic,2024-08,1,"[55, 60)",0,0,1,8,13,20.666666666666668,,No,53.6222351,-113.5134308,8.2027518347423,True,False,False,False,False,False,True,False,False
4,1,5,1.0,1,SMS,Somali,2023-11,1,"[25, 30)",0,0,1,11,11,28.2,,Yes,53.550653,-113.4872863,1.266904859957218,False,False,False,False,False,False,False,False,False
6,1,7,1.0,1,SMS,Somali,2023-12,1,"[25, 30)",32,0,1,12,11,28.2,,Yes,53.550653,-113.4872863,1.266904859957218,False,False,False,False,False,False,False,False,False
4,1,5,1.0,1,SMS,Somali,2024-01,1,"[25, 30)",28,0,1,1,11,28.2,,Yes,53.550653,-113.4872863,1.266904859957218,False,False,False,False,False,False,False,False,False
4,1,5,1.0,1,SMS,Somali,2024-02,1,"[25, 30)",30,-1,1,2,11,28.2,,Yes,53.550653,-113.4872863,1.266904859957218,False,False,False,False,False,False,False,False,False
4,1,5,1.0,1,SMS,Somali,2024-03,1,"[25, 30)",34,5,1,3,11,28.2,,Yes,53.550653,-113.4872863,1.266904859957218,False,False,False,False,False,False,False,False,False
4,1,5,1.0,1,SMS,Somali,2024-04,1,"[25, 30)",33,7,1,4,11,28.2,,Yes,53.550653,-113.4872863,1.266904859957218,False,False,False,False,False,False,False,False,False
4,1,5,1.0,1,SMS,Somali,2024-05,1,"[25, 30)",29,7,1,5,11,28.2,,Yes,53.550653,-113.4872863,1.266904859957218,False,False,False,False,False,False,False,False,False
4,1,5,1.0,1,SMS,Somali,2024-06,1,"[25, 30)",32,9,1,6,11,28.2,,Yes,53.550653,-113.4872863,1.266904859957218,False,False,False,False,False,False,False,False,False
4,1,2,1.0,1,SMS,Somali,2024-06,1,"[25, 30)",0,9,1,6,11,28.2,,Yes,53.550653,-113.4872863,1.266904859957218,False,False,False,False,False,False,False,False,False
4,1,5,1.0,1,SMS,Somali,2024-07,1,"[25, 30)",33,13,1,7,11,28.2,,Yes,53.550653,-113.4872863,1.266904859957218,False,False,False,False,False,False,False,False,False
4,1,5,1.0,1,SMS,Somali,2024-08,1,"[25, 30)",31,13,1,8,11,28.2,,No,53.550653,-113.4872863,1.266904859957218,False,False,False,False,False,False,False,False,False
6,1,7,1.0,1,Email,"Dari , English",2023-11,1,"[25, 30)",0,0,1,11,10,30.666666666666668,,Yes,53.4736255,-113.4541764,9.034020737447104,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,Email,"Dari , English",2023-12,1,"[25, 30)",38,8,1,12,10,30.666666666666668,,Yes,53.4736255,-113.4541764,9.034020737447104,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,Email,"Dari , English",2024-01,1,"[25, 30)",27,5,1,1,10,30.666666666666668,,Yes,53.4736255,-113.4541764,9.034020737447104,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,Email,"Dari , English",2024-03,1,"[25, 30)",41,16,1,3,10,30.666666666666668,,Yes,53.4736255,-113.4541764,9.034020737447104,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,Email,"Dari , English",2024-04,1,"[25, 30)",40,-4,1,4,10,30.666666666666668,,Yes,53.4736255,-113.4541764,9.034020737447104,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,Email,"Dari , English",2024-05,1,"[25, 30)",36,2,1,5,10,30.666666666666668,,Yes,53.4736255,-113.4541764,9.034020737447104,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,Email,"Dari , English",2024-06,1,"[25, 30)",33,3,1,6,10,30.666666666666668,,Yes,53.4736255,-113.4541764,9.034020737447104,True,False,False,False,False,False,False,False,True
6,1,2,1.0,1,Email,"Dari , English",2024-06,1,"[25, 30)",0,3,1,6,10,30.666666666666668,,Yes,53.4736255,-113.4541764,9.034020737447104,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,Email,"Dari , English",2024-07,1,"[25, 30)",29,3,1,7,10,30.666666666666668,,Yes,53.4736255,-113.4541764,9.034020737447104,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,Email,"Dari , English",2024-08,1,"[25, 30)",32,4,1,8,10,30.666666666666668,,No,53.4736255,-113.4541764,9.034020737447104,True,False,False,False,False,False,False,False,True
4,1,5,2.0,1,SMS,Somali,2023-11,1,"[35, 40)",0,0,1,11,10,32.666666666666664,,Yes,53.4726237,-113.4529733,9.167597414011055,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,Somali,2023-12,1,"[35, 40)",34,0,1,12,10,32.666666666666664,,Yes,53.4726237,-113.4529733,9.167597414011055,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,Somali,2024-01,1,"[35, 40)",40,0,1,1,10,32.666666666666664,,Yes,53.4726237,-113.4529733,9.167597414011055,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,Somali,2024-03,1,"[35, 40)",49,18,1,3,10,32.666666666666664,,Yes,53.4726237,-113.4529733,9.167597414011055,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,Somali,2024-04,1,"[35, 40)",41,0,1,4,10,32.666666666666664,,Yes,53.4726237,-113.4529733,9.167597414011055,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,Somali,2024-05,1,"[35, 40)",28,60,1,5,10,32.666666666666664,,Yes,53.4726237,-113.4529733,9.167597414011055,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,Somali,2024-06,1,"[35, 40)",36,5,1,6,10,32.666666666666664,,Yes,53.4726237,-113.4529733,9.167597414011055,False,False,False,False,False,False,False,False,True
6,1,2,2.0,1,SMS,Somali,2024-06,1,"[35, 40)",0,5,1,6,10,32.666666666666664,,Yes,53.4726237,-113.4529733,9.167597414011055,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,Somali,2024-07,1,"[35, 40)",33,8,1,7,10,32.666666666666664,,Yes,53.4726237,-113.4529733,9.167597414011055,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,Somali,2024-08,1,"[35, 40)",33,11,1,8,10,32.666666666666664,,No,53.4726237,-113.4529733,9.167597414011055,False,False,False,False,False,False,False,False,True
6,1,7,1.0,1,SMS,English,2023-12,1,"[35, 40)",0,0,1,12,10,28.77777777777778,,Yes,53.5455905,-113.4920542,0.9922044182888042,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,SMS,English,2024-01,1,"[35, 40)",31,0,1,1,10,28.77777777777778,,Yes,53.5455905,-113.4920542,0.9922044182888042,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,SMS,English,2024-02,1,"[35, 40)",32,0,1,2,10,28.77777777777778,,Yes,53.5455905,-113.4920542,0.9922044182888042,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,SMS,English,2024-03,1,"[35, 40)",35,6,1,3,10,28.77777777777778,,Yes,53.5455905,-113.4920542,0.9922044182888042,True,False,False,False,False,False,False,False,False
