agent_related,hamper_type,Creator,dependents_qty,household,preferred_contact_methods,preferred_languages,year_month,dw,age_group,days_since_last_pickup,days_diff_scheduled_actual,rescheduled_flag,month,total_visits,avg_days_between_pickups,is_single_pickup,return_binary,latitude,longitude,distance_to_center,sex_Male,status_Closed,status_Flagged,status_Outreach,status_Pending,location_cluster_1,location_cluster_2,location_cluster_3,location_cluster_4
6,1,7,2.0,1,"SMS , WhatsApp",Arabic,2023-12,1,"[65, 70)",36,6,1,12,11,24.8,,Yes,53.6291348,-113.5259347,9.052059428853614,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,"SMS , WhatsApp",Arabic,2024-01,1,"[65, 70)",28,4,1,1,11,24.8,,Yes,53.6291348,-113.5259347,9.052059428853614,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,"SMS , WhatsApp",Arabic,2024-02,1,"[65, 70)",28,-1,1,2,11,24.8,,Yes,53.6291348,-113.5259347,9.052059428853614,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,"SMS , WhatsApp",Arabic,2024-03,1,"[65, 70)",32,3,1,3,11,24.8,,Yes,53.6291348,-113.5259347,9.052059428853614,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,"SMS , WhatsApp",Arabic,2024-04,1,"[65, 70)",29,2,1,4,11,24.8,,Yes,53.6291348,-113.5259347,9.052059428853614,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,"SMS , WhatsApp",Arabic,2024-05,1,"[65, 70)",33,3,1,5,11,24.8,,Yes,53.6291348,-113.5259347,9.052059428853614,True,False,False,False,False,False,True,False,False
6,1,2,2.0,1,"SMS , WhatsApp",Arabic,2024-05,1,"[65, 70)",0,3,1,5,11,24.8,,Yes,53.6291348,-113.5259347,9.052059428853614,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,"SMS , WhatsApp",Arabic,2024-06,1,"[65, 70)",30,2,1,6,11,24.8,,Yes,53.6291348,-113.5259347,9.052059428853614,True,False,False,False,False,False,True,False,False
6,1,2,2.0,1,"SMS , WhatsApp",Arabic,2024-06,1,"[65, 70)",0,2,1,6,11,24.8,,Yes,53.6291348,-113.5259347,9.052059428853614,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,"SMS , WhatsApp",Arabic,2024-07,1,"[65, 70)",32,3,1,7,11,24.8,,No,53.6291348,-113.5259347,9.052059428853614,True,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"SMS , Phone Call","Arabic , English",2023-11,1,"[35, 40)",0,0,1,11,11,24.4,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"SMS , Phone Call","Arabic , English",2023-12,1,"[35, 40)",29,0,1,12,11,24.4,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"SMS , Phone Call","Arabic , English",2024-01,1,"[35, 40)",32,0,1,1,11,24.4,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"SMS , Phone Call","Arabic , English",2024-02,1,"[35, 40)",29,-1,1,2,11,24.4,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"SMS , Phone Call","Arabic , English",2024-03,1,"[35, 40)",29,-1,1,3,11,24.4,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"SMS , Phone Call","Arabic , English",2024-04,1,"[35, 40)",31,0,1,4,11,24.4,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"SMS , Phone Call","Arabic , English",2024-05,1,"[35, 40)",29,-1,1,5,11,24.4,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,2,3.0,1,"SMS , Phone Call","Arabic , English",2024-05,1,"[35, 40)",0,-1,1,5,11,24.4,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"SMS , Phone Call","Arabic , English",2024-06,1,"[35, 40)",30,-2,1,6,11,24.4,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,2,3.0,1,"SMS , Phone Call","Arabic , English",2024-06,1,"[35, 40)",0,-2,1,6,11,24.4,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"SMS , Phone Call","Arabic , English",2024-08,1,"[35, 40)",35,-1,1,8,11,24.4,,No,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,"Arabic , English",2023-12,1,"[40, 45)",0,0,1,12,10,28.0,,Yes,53.5622294,-113.4690289,2.884025290213514,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,"Arabic , English",2024-01,1,"[40, 45)",35,-1,1,1,10,28.0,,Yes,53.5622294,-113.4690289,2.884025290213514,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,"Arabic , English",2024-02,1,"[40, 45)",34,3,1,2,10,28.0,,Yes,53.5622294,-113.4690289,2.884025290213514,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,"Arabic , English",2024-03,1,"[40, 45)",30,4,1,3,10,28.0,,Yes,53.5622294,-113.4690289,2.884025290213514,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,"Arabic , English",2024-04,1,"[40, 45)",32,6,1,4,10,28.0,,Yes,53.5622294,-113.4690289,2.884025290213514,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,"Arabic , English",2024-05,1,"[40, 45)",28,5,1,5,10,28.0,,Yes,53.5622294,-113.4690289,2.884025290213514,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,"Arabic , English",2024-06,1,"[40, 45)",33,-27,1,6,10,28.0,,Yes,53.5622294,-113.4690289,2.884025290213514,True,False,False,False,False,False,True,False,False
6,1,2,1.0,1,SMS,"Arabic , English",2024-06,1,"[40, 45)",0,-27,1,6,10,28.0,,Yes,53.5622294,-113.4690289,2.884025290213514,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,"Arabic , English",2024-07,1,"[40, 45)",33,37,1,7,10,28.0,,Yes,53.5622294,-113.4690289,2.884025290213514,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,"Arabic , English",2024-08,1,"[40, 45)",27,4,1,8,10,28.0,,No,53.5622294,-113.4690289,2.884025290213514,True,False,False,False,False,False,True,False,False
9,1,10,4.0,1,SMS,"Somali , English",2023-12,1,"[35, 40)",0,0,1,12,5,55.5,,Yes,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
9,1,10,4.0,1,SMS,"Somali , English",2024-01,1,"[35, 40)",36,5,1,1,5,55.5,,Yes,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
9,1,10,4.0,1,SMS,"Somali , English",2024-02,1,"[35, 40)",35,9,1,2,5,55.5,,No,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
9,1,10,4.0,1,SMS,"Somali , English",2024-05,1,"[35, 40)",69,19,1,5,5,55.5,,No,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
9,1,10,4.0,1,SMS,"Somali , English",2024-07,1,"[35, 40)",82,11,1,7,5,55.5,,No,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
10,1,11,1.0,1,SMS,Oromo,2023-12,1,"[60, 65)",0,0,1,12,10,26.88888888888889,,Yes,53.4709975,-113.4565023,9.24908841618976,False,False,False,False,False,False,False,False,True
6,1,7,1.0,1,SMS,Oromo,2024-01,1,"[60, 65)",28,0,1,1,10,26.88888888888889,,Yes,53.4709975,-113.4565023,9.24908841618976,False,False,False,False,False,False,False,False,True
6,1,7,1.0,1,SMS,Oromo,2024-02,1,"[60, 65)",33,0,1,2,10,26.88888888888889,,Yes,53.4709975,-113.4565023,9.24908841618976,False,False,False,False,False,False,False,False,True
6,1,7,1.0,1,SMS,Oromo,2024-03,1,"[60, 65)",30,2,1,3,10,26.88888888888889,,Yes,53.4709975,-113.4565023,9.24908841618976,False,False,False,False,False,False,False,False,True
6,1,7,1.0,1,SMS,Oromo,2024-04,1,"[60, 65)",32,4,1,4,10,26.88888888888889,,Yes,53.4709975,-113.4565023,9.24908841618976,False,False,False,False,False,False,False,False,True
6,1,7,1.0,1,SMS,Oromo,2024-05,1,"[60, 65)",30,4,1,5,10,26.88888888888889,,Yes,53.4709975,-113.4565023,9.24908841618976,False,False,False,False,False,False,False,False,True
6,1,7,1.0,1,SMS,Oromo,2024-06,1,"[60, 65)",32,6,1,6,10,26.88888888888889,,Yes,53.4709975,-113.4565023,9.24908841618976,False,False,False,False,False,False,False,False,True
6,1,2,1.0,1,SMS,Oromo,2024-06,1,"[60, 65)",0,6,1,6,10,26.88888888888889,,Yes,53.4709975,-113.4565023,9.24908841618976,False,False,False,False,False,False,False,False,True
6,1,7,1.0,1,SMS,Oromo,2024-07,1,"[60, 65)",35,12,1,7,10,26.88888888888889,,Yes,53.4709975,-113.4565023,9.24908841618976,False,False,False,False,False,False,False,False,True
6,1,7,1.0,1,SMS,Oromo,2024-08,1,"[60, 65)",22,-1,1,8,10,26.88888888888889,,No,53.4709975,-113.4565023,9.24908841618976,False,False,False,False,False,False,False,False,True
6,1,7,7.0,1,SMS,Somali,2024-03,1,"[45, 50)",0,0,1,3,7,24.666666666666668,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,SMS,Somali,2024-05,1,"[45, 50)",57,-1,1,5,7,24.666666666666668,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,SMS,Somali,2024-06,1,"[45, 50)",33,1,1,6,7,24.666666666666668,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,2,7.0,1,SMS,Somali,2024-06,1,"[45, 50)",0,1,1,6,7,24.666666666666668,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,SMS,Somali,2024-07,1,"[45, 50)",28,0,1,7,7,24.666666666666668,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,2,7.0,1,SMS,Somali,2024-07,1,"[45, 50)",0,0,1,7,7,24.666666666666668,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,SMS,Somali,2024-08,1,"[45, 50)",30,-1,1,8,7,24.666666666666668,,No,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
4,1,5,1.0,1,SMS,Arabic,2023-11,1,"[75, 80)",0,0,1,11,10,25.22222222222222,,Yes,53.57244919999999,-113.493971,2.7667778093270985,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2023-12,1,"[75, 80)",40,0,1,12,10,25.22222222222222,,Yes,53.57244919999999,-113.493971,2.7667778093270985,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-01,1,"[75, 80)",34,0,1,1,10,25.22222222222222,,Yes,53.57244919999999,-113.493971,2.7667778093270985,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-02,1,"[75, 80)",29,-1,1,2,10,25.22222222222222,,Yes,53.57244919999999,-113.493971,2.7667778093270985,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-03,1,"[75, 80)",28,-2,1,3,10,25.22222222222222,,Yes,53.57244919999999,-113.493971,2.7667778093270985,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-04,1,"[75, 80)",31,1,1,4,10,25.22222222222222,,Yes,53.57244919999999,-113.493971,2.7667778093270985,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-05,1,"[75, 80)",36,7,1,5,10,25.22222222222222,,Yes,53.57244919999999,-113.493971,2.7667778093270985,False,False,False,False,False,False,True,False,False
6,1,2,1.0,1,SMS,Arabic,2024-05,1,"[75, 80)",0,7,1,5,10,25.22222222222222,,Yes,53.57244919999999,-113.493971,2.7667778093270985,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-06,1,"[75, 80)",29,6,1,6,10,25.22222222222222,,Yes,53.57244919999999,-113.493971,2.7667778093270985,False,False,False,False,False,False,True,False,False
6,1,2,1.0,1,SMS,Arabic,2024-06,1,"[75, 80)",0,6,1,6,10,25.22222222222222,,No,53.57244919999999,-113.493971,2.7667778093270985,False,False,False,False,False,False,True,False,False
11,1,12,3.0,1,"WhatsApp , SMS",Somali,2023-11,1,"[30, 35)",0,0,1,11,11,24.1,,Yes,53.5521191,-113.4970332,0.7138530969465091,True,False,False,False,False,False,False,False,False
11,1,12,3.0,1,"WhatsApp , SMS",Somali,2023-12,1,"[30, 35)",30,0,1,12,11,24.1,,Yes,53.5521191,-113.4970332,0.7138530969465091,True,False,False,False,False,False,False,False,False
11,1,12,3.0,1,"WhatsApp , SMS",Somali,2024-01,1,"[30, 35)",28,-2,1,1,11,24.1,,Yes,53.5521191,-113.4970332,0.7138530969465091,True,False,False,False,False,False,False,False,False
6,1,7,3.0,1,"WhatsApp , SMS",Somali,2024-02,1,"[30, 35)",32,0,1,2,11,24.1,,Yes,53.5521191,-113.4970332,0.7138530969465091,True,False,False,False,False,False,False,False,False
11,1,12,3.0,1,"WhatsApp , SMS",Somali,2024-03,1,"[30, 35)",28,-1,1,3,11,24.1,,Yes,53.5521191,-113.4970332,0.7138530969465091,True,False,False,False,False,False,False,False,False
11,1,12,3.0,1,"WhatsApp , SMS",Somali,2024-04,1,"[30, 35)",29,-2,1,4,11,24.1,,Yes,53.5521191,-113.4970332,0.7138530969465091,True,False,False,False,False,False,False,False,False
11,1,12,3.0,1,"WhatsApp , SMS",Somali,2024-05,1,"[30, 35)",32,2,1,5,11,24.1,,Yes,53.5521191,-113.4970332,0.7138530969465091,True,False,False,False,False,False,False,False,False
11,1,2,3.0,1,"WhatsApp , SMS",Somali,2024-05,1,"[30, 35)",0,2,1,5,11,24.1,,Yes,53.5521191,-113.4970332,0.7138530969465091,True,False,False,False,False,False,False,False,False
11,1,12,3.0,1,"WhatsApp , SMS",Somali,2024-06,1,"[30, 35)",30,2,1,6,11,24.1,,Yes,53.5521191,-113.4970332,0.7138530969465091,True,False,False,False,False,False,False,False,False
11,1,2,3.0,1,"WhatsApp , SMS",Somali,2024-06,1,"[30, 35)",0,2,1,6,11,24.1,,Yes,53.5521191,-113.4970332,0.7138530969465091,True,False,False,False,False,False,False,False,False
11,1,12,3.0,1,"WhatsApp , SMS",Somali,2024-07,1,"[30, 35)",32,2,1,7,11,24.1,,No,53.5521191,-113.4970332,0.7138530969465091,True,False,False,False,False,False,False,False,False
6,1,7,7.0,1,"SMS , WhatsApp",Arabic,2023-11,1,"[35, 40)",0,0,1,11,11,24.8,,Yes,53.6290559,-113.5012983,8.953198902301805,False,False,False,False,False,False,True,False,False
6,1,7,7.0,1,"SMS , WhatsApp",Arabic,2023-12,1,"[35, 40)",29,0,1,12,11,24.8,,Yes,53.6290559,-113.5012983,8.953198902301805,False,False,False,False,False,False,True,False,False
6,1,7,7.0,1,"SMS , WhatsApp",Arabic,2024-01,1,"[35, 40)",33,0,1,1,11,24.8,,Yes,53.6290559,-113.5012983,8.953198902301805,False,False,False,False,False,False,True,False,False
6,1,7,7.0,1,"SMS , WhatsApp",Arabic,2024-02,1,"[35, 40)",30,0,1,2,11,24.8,,Yes,53.6290559,-113.5012983,8.953198902301805,False,False,False,False,False,False,True,False,False
6,1,7,7.0,1,"SMS , WhatsApp",Arabic,2024-03,1,"[35, 40)",28,-1,1,3,11,24.8,,Yes,53.6290559,-113.5012983,8.953198902301805,False,False,False,False,False,False,True,False,False
6,1,7,7.0,1,"SMS , WhatsApp",Arabic,2024-04,1,"[35, 40)",31,0,1,4,11,24.8,,Yes,53.6290559,-113.5012983,8.953198902301805,False,False,False,False,False,False,True,False,False
6,1,7,7.0,1,"SMS , WhatsApp",Arabic,2024-05,1,"[35, 40)",30,1,1,5,11,24.8,,Yes,53.6290559,-113.5012983,8.953198902301805,False,False,False,False,False,False,True,False,False
6,1,2,7.0,1,"SMS , WhatsApp",Arabic,2024-05,1,"[35, 40)",0,1,1,5,11,24.8,,Yes,53.6290559,-113.5012983,8.953198902301805,False,False,False,False,False,False,True,False,False
6,1,7,7.0,1,"SMS , WhatsApp",Arabic,2024-07,1,"[35, 40)",34,-27,1,7,11,24.8,,Yes,53.6290559,-113.5012983,8.953198902301805,False,False,False,False,False,False,True,False,False
6,1,2,7.0,1,"SMS , WhatsApp",Arabic,2024-07,1,"[35, 40)",0,-27,1,7,11,24.8,,Yes,53.6290559,-113.5012983,8.953198902301805,False,False,False,False,False,False,True,False,False
4,1,5,1.0,1,SMS,Arabic,2023-11,1,"[45, 50)",0,0,1,11,9,32.875,,Yes,53.6310136,-113.424419,10.642576009912537,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2023-12,1,"[45, 50)",31,0,1,12,9,32.875,,Yes,53.6310136,-113.424419,10.642576009912537,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-01,1,"[45, 50)",36,0,1,1,9,32.875,,Yes,53.6310136,-113.424419,10.642576009912537,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-02,1,"[45, 50)",37,-1,1,2,9,32.875,,Yes,53.6310136,-113.424419,10.642576009912537,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-04,1,"[45, 50)",33,3,1,4,9,32.875,,Yes,53.6310136,-113.424419,10.642576009912537,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-05,1,"[45, 50)",33,-24,1,5,9,32.875,,Yes,53.6310136,-113.424419,10.642576009912537,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-06,1,"[45, 50)",44,-11,1,6,9,32.875,,Yes,53.6310136,-113.424419,10.642576009912537,False,False,False,False,False,False,True,False,False
6,1,2,1.0,1,SMS,Arabic,2024-06,1,"[45, 50)",0,-11,1,6,9,32.875,,Yes,53.6310136,-113.424419,10.642576009912537,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,SMS,Arabic,2024-08,1,"[45, 50)",49,-1,1,8,9,32.875,,No,53.6310136,-113.424419,10.642576009912537,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp",Pashto,2023-11,1,"[35, 40)",0,0,1,11,11,24.4,,Yes,53.4752592,-113.4488877,9.0083129322349,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,"SMS , WhatsApp",Pashto,2023-12,1,"[35, 40)",29,0,1,12,11,24.4,,Yes,53.4752592,-113.4488877,9.0083129322349,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,"SMS , WhatsApp",Pashto,2024-01,1,"[35, 40)",41,0,1,1,11,24.4,,Yes,53.4752592,-113.4488877,9.0083129322349,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,"SMS , WhatsApp",Pashto,2024-02,1,"[35, 40)",30,40,1,2,11,24.4,,Yes,53.4752592,-113.4488877,9.0083129322349,True,False,False,False,False,False,False,False,True
7,1,8,1.0,1,"SMS , WhatsApp",Pashto,2024-03,1,"[35, 40)",24,0,1,3,11,24.4,,Yes,53.4752592,-113.4488877,9.0083129322349,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,"SMS , WhatsApp",Pashto,2024-04,1,"[35, 40)",34,0,1,4,11,24.4,,Yes,53.4752592,-113.4488877,9.0083129322349,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,"SMS , WhatsApp",Pashto,2024-05,1,"[35, 40)",30,61,1,5,11,24.4,,Yes,53.4752592,-113.4488877,9.0083129322349,True,False,False,False,False,False,False,False,True
6,1,2,1.0,1,"SMS , WhatsApp",Pashto,2024-05,1,"[35, 40)",0,61,1,5,11,24.4,,Yes,53.4752592,-113.4488877,9.0083129322349,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,"SMS , WhatsApp",Pashto,2024-06,1,"[35, 40)",28,-2,1,6,11,24.4,,Yes,53.4752592,-113.4488877,9.0083129322349,True,False,False,False,False,False,False,False,True
6,1,2,1.0,1,"SMS , WhatsApp",Pashto,2024-06,1,"[35, 40)",0,-2,1,6,11,24.4,,Yes,53.4752592,-113.4488877,9.0083129322349,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,"SMS , WhatsApp",Pashto,2024-07,1,"[35, 40)",28,-2,1,7,11,24.4,,No,53.4752592,-113.4488877,9.0083129322349,True,False,False,False,False,False,False,False,True
6,1,7,4.0,1,SMS,"Somali , Somali",2024-01,1,"[60, 65)",0,0,1,1,7,35.0,,Yes,53.61095899999999,-113.4766958,7.20183572285378,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,SMS,"Somali , Somali",2024-02,1,"[60, 65)",23,-1,1,2,7,35.0,,Yes,53.61095899999999,-113.4766958,7.20183572285378,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,SMS,"Somali , Somali",2024-03,1,"[60, 65)",35,6,1,3,7,35.0,,Yes,53.61095899999999,-113.4766958,7.20183572285378,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,SMS,"Somali , Somali",2024-04,1,"[60, 65)",33,2,1,4,7,35.0,,Yes,53.61095899999999,-113.4766958,7.20183572285378,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,SMS,"Somali , Somali",2024-05,1,"[60, 65)",21,-6,1,5,7,35.0,,No,53.61095899999999,-113.4766958,7.20183572285378,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,SMS,"Somali , Somali",2024-07,1,"[60, 65)",75,8,1,7,7,35.0,,Yes,53.61095899999999,-113.4766958,7.20183572285378,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,SMS,"Somali , Somali",2024-08,1,"[60, 65)",23,1,1,8,7,35.0,,No,53.61095899999999,-113.4766958,7.20183572285378,False,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"Phone Call , Email","Somali , English",2023-11,1,"[45, 50)",0,0,1,11,8,32.0,,No,53.6034307,-113.3811124,10.281388453404682,False,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"Phone Call , Email","Somali , English",2024-02,1,"[45, 50)",90,0,1,2,8,32.0,,Yes,53.6034307,-113.3811124,10.281388453404682,False,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"Phone Call , Email","Somali , English",2024-03,1,"[45, 50)",36,8,1,3,8,32.0,,Yes,53.6034307,-113.3811124,10.281388453404682,False,False,False,False,False,False,True,False,False
